Text,Sentiment
I don't have to be an accountant to know I'm getting screwed!,-1
"Great place to eat, reminds me of the little mom and pop shops in the San Francisco Bay Area.",1
Today was my first taste of a Buldogis Gourmet Hot Dog and I have to tell you it was more than I ever thought possible.,1
Left very frustrated.,-1
I'll definitely be in soon again.,1
Food was really good and I got full petty fast.,1
Service was fantastic.,1
TOTAL WASTE OF TIME.,-1
I don't know what kind it is but they have the best iced tea.,1
"Come hungry, leave happy and stuffed!",1
"For service, I give them no stars.",-1
I can assure you that you won't be disappointed.,1
I can take a little bad service but the food sucks.,-1
Gave up trying to eat any of the crust (teeth still sore).,-1
But now I was completely grossed out.,-1
I really enjoyed eating here.,1
First time going but I think I will quickly become a regular.,1
"Our server was very nice, and even though he looked a little overwhelmed with all of our needs, he stayed professional and friendly until the end.",1
From what my dinner companions told me...everything was very fresh with nice texture and taste.,1
"On the ground, right next to our table was a large, smeared, been-stepped-in-and-tracked-everywhere pile of green bird poop.",-1
"Furthermore, you can't even find hours of operation on the website!",-1
We've tried to like this place but after 10+ times I think we're done with them.,-1
What a mistake that was!,-1
No complaints!,1
This is some seriously good pizza and I'm an expert/connisseur on the topic.,1
Waiter was a jerk.,-1
"Strike 2, who wants to be rushed.",-1
These are the nicest restaurant owners I've ever come across.,1
I never come again.,-1
We loved the biscuits!!!,1
Service is quick and friendly.,1
Ordered an appetizer and took 40 minutes and then the pizza another 10 minutes.,-1
So absolutley fantastic.,1
It was a huge awkward 1.5lb piece of cow that was 3/4ths gristle and fat.,-1
definitely will come back here again.,1
I like Steiners because it's dark and it feels like a bar.,1
Wow very spicy but delicious.,1
"If you're not familiar, check it out.",1
I'll take my business dinner dollars elsewhere.,-1
I'd love to go back.,1
"Anyway, this FS restaurant has a wonderful breakfast/lunch.",1
Nothing special.,-1
Each day of the week they have a different deal and it's all so delicious!,1
"Not to mention the combination of pears, almonds and bacon is a big winner!",1
Will not be back.,-1
Sauce was tasteless.,-1
"The food is delicious and just spicy enough, so be sure to ask for spicier if you prefer it that way.",1
My ribeye steak was cooked perfectly and had great mesquite flavor.,1
I don't think we'll be going back anytime soon.,-1
Food was so gooodd.,1
I am far from a sushi connoisseur but I can definitely tell the difference between good food and bad food and this was certainly bad food.,-1
I was so insulted.,-1
The last 3 times I had lunch here has been bad.,-1
The chicken wings contained the driest chicken meat I have ever eaten.,-1
"The food was very good and I enjoyed every mouthful, an enjoyable relaxed venue for couples small family groups etc.",1
Nargile - I think you are great.,1
Best tater tots in the southwest.,1
We loved the place.,1
Definitely not worth the $3 I paid.,-1
The vanilla ice cream was creamy and smooth while the profiterole (choux) pastry was fresh enough.,1
Im in AZ all the time and now have my new spot.,1
The manager was the worst.,-1
The inside is really quite nice and very clean.,1
The food was outstanding and the prices were very reasonable.,1
I don't think I'll be running back to Carly's anytime soon for food.,-1
"This is was due to the fact that it took 20 minutes to be acknowledged, then another 35 minutes to get our food...and they kept forgetting things.",-1
"Love the margaritas, too!",1
This was my first and only Vegas buffet and it did not disappoint.,1
"Very good, though!",1
The one down note is the ventilation could use some upgrading.,-1
Great pork sandwich.,1
Don't waste your time here.,-1
"Total letdown, I would much rather just go to the Camelback Flower Shop and Cartel Coffee.",-1
"Third, the cheese on my friend's burger was cold.",-1
We enjoy their pizza and brunch.,1
The steaks are all well trimmed and also perfectly cooked.,1
We had a group of 70+ when we claimed we would only have 40 and they handled us beautifully.,1
I LOVED it!,1
We asked for the bill to leave without eating and they didn't bring that either.,-1
"This place is a jewel in Las Vegas, and exactly what I've been hoping to find in nearly ten years living here.",1
Seafood was limited to boiled shrimp and crab legs but the crab legs definitely did not taste fresh.,-1
The selection of food was not the best.,-1
Delicious and I will absolutely be back!,1
"This isn't a small family restaurant, this is a fine dining establishment.",1
They had a toro tartare with a cavier that was extraordinary and I liked the thinly sliced wagyu with white truffle.,1
I dont think I will be back for a very long time.,-1
"It was attached to a gas station, and that is rarely a good sign.",-1
How awesome is that.,1
I will be back many times soon.,1
The menu had so much good stuff on it i could not decide!,1
"Worse of all, he humiliated his worker right in front of me..Bunch of horrible name callings.",-1
CONCLUSION: Very filling meals.,1
Their daily specials are always a hit with my group.,1
And then tragedy struck.,-1
The pancake was also really good and pretty large at that.,1
"This was my first crawfish experience, and it was delicious!",1
Their monster chicken fried steak and eggs is my all time favorite.,1
Waitress was sweet and funny.,1
"I also had to taste my Mom's multi-grain pumpkin pancakes with pecan butter and they were amazing, fluffy, and delicious!",1
"I'd rather eat airline food, seriously.",-1
Cant say enough good things about this place.,1
The ambiance was incredible.,1
The waitress and manager are so friendly.,1
I would not recommend this place.,-1
Overall I wasn't very impressed with Noca.,-1
My gyro was basically lettuce only.,-1
Terrible service!,-1
Thoroughly disappointed!,-1
"I don't each much pasta, but I love the homemade /hand made pastas and thin pizzas here.",1
"Give it a try, you will be happy you did.",1
By far the BEST cheesecurds we have ever had!,1
Reasonably priced also!,1
Everything was perfect the night we were in.,1
The food is very good for your typical bar food.,1
it was a drive to get there.,-1
"At first glance it is a lovely bakery cafe - nice ambiance, clean, friendly staff.",1
"Anyway, I do not think i will go back there.",-1
"Point your finger at any item on the menu, order it and you won't be disappointed.",1
"Oh this is such a thing of beauty, this restaurant.",1
If you haven't gone here GO NOW!,1
"A greasy, unhealthy meal.",-1
first time there and might just be the last.,-1
Those burgers were amazing.,1
"Similarly, the delivery man did not say a word of apology when our food was 45 minutes late.",-1
And it was way to expensive.,-1
"Be sure to order dessert, even if you need to pack it to-go - the tiramisu and cannoli are both to die for.",1
This was my first time and I can't wait until the next.,1
The bartender was also nice.,1
Everything was good and tasty!,1
This place is two thumbs up....way up.,1
"The best place in Vegas for breakfast (just check out a Sat, or Sun.",1
"If you love authentic Mexican food and want a whole bunch of interesting, yet delicious meats to choose from, you need to try this place.",1
Terrible management.,-1
An excellent new restaurant by an experienced Frenchman.,1
If there were zero stars I would give it zero stars.,-1
"Great steak, great sides, great wine, amazing desserts.",1
Worst martini ever!,-1
The steak and the shrimp are in my opinion the best entrees at GC.,1
I had the opportunity today to sample your amazing pizzas!,1
We waited for thirty minutes to be seated (although there were 8 vacant tables and we were the only folks waiting).,-1
The yellowtail carpaccio was melt in your mouth fresh.,1
I won't try going back there even if it's empty.,-1
"No, I'm going to eat the potato that I found some strangers hair in it.",-1
Just spicy enough.. Perfect actually.,1
Last night was my second time dining here and I was so happy I decided to go back!,1
"not even a ""hello, we will be right with you.""",-1
The desserts were a bit strange.,-1
My boyfriend and I came here for the first time on a recent trip to Vegas and could not have been more pleased with the quality of food and service.,1
"I really do recommend this place, you can go wrong with this donut place!",1
Nice ambiance.,1
I would recommend saving room for this!,1
I guess maybe we went on an off night but it was disgraceful.,-1
"However, my recent experience at this particular location was not so good.",-1
"I know this is not like the other restaurants at all, something is very off here!",-1
AVOID THIS ESTABLISHMENT!,-1
I think this restaurant suffers from not trying hard enough.,-1
All of the tapas dishes were delicious!,1
I *heart* this place.,1
My salad had a bland vinegrette on the baby greens and hearts of Palm.,-1
After two I felt disgusting.,-1
A good time!,1
I believe that this place is a great stop for those with a huge belly and hankering for sushi.,1
Generous portions and great taste.,1
I will never go back to this place and will never ever recommended this place to anyone!,-1
"The servers went back and forth several times, not even so much as an ""Are you being helped?""",-1
Food was delicious!,1
AN HOUR... seriously?,-1
I consider this theft.,-1
Eew... This location needs a complete overhaul.,-1
We recently witnessed her poor quality of management towards other guests as well.,-1
Waited and waited and waited.,-1
"He also came back to check on us regularly, excellent service.",1
Our server was super nice and checked on us many times.,1
"The pizza tasted old, super chewy in not a good way.",-1
I swung in to give them a try but was deeply disappointed.,-1
Service was good and the company was better!,1
The staff are also very friendly and efficient.,1
"As for the service: I'm a fan, because it's quick and you're being served by some nice folks.",1
Boy was that sucker dry!!.,-1
Over rated.,-1
"If you look for authentic Thai food, go else where.",-1
Their steaks are 100% recommended!,1
After I pulled up my car I waited for another 15 minutes before being acknowledged.,-1
Great food and great service in a clean and friendly setting.,1
"All in all, I can assure you I'll be back.",1
I hate those things as much as cheap quality black olives.,-1
"My breakfast was perpared great, with a beautiful presentation of 3 giant slices of Toast, lightly dusted with powdered sugar.",1
The kids play area is NASTY!,-1
Great place fo take out or eat in.,1
The waitress was friendly and happy to accomodate for vegan/veggie options.,1
OMG I felt like I had never eaten Thai food until this dish.,1
"It was extremely ""crumby"" and pretty tasteless.",-1
It was a pale color instead of nice and char and has NO flavor.,-1
The croutons also taste homemade which is an extra plus.,1
I got home to see the driest damn wings ever!,-1
It'll be a regular stop on my trips to Phoenix!,1
I really enjoyed Crema Caf?® before they expanded; I even told friends they had the BEST breakfast.,1
Not good for the money.,-1
I miss it and wish they had one in Philadelphia!,1
"We got sitting fairly fast, but, ended up waiting 40 minutes just to place our order, another 30 minutes before the food arrived.",-1
